name,email,password
Ronald Rose, "ronald.rose@uwaterloo.ca", "ab9125de59638b47b1e041661548f8d66bcf19c53189ab0808e70005b2aefc1c"
Catherine Patel, "catherine.patel@uwaterloo.ca", "f9367489d58a8a62249839397ad336afafd94d9457c6fe9f8c27d9482be16940"
Jacqueline Romero, "jacqueline.romero1@uwaterloo.ca", "9d20696ab42532678677d08d96e463b957962806a6fea52c29b96ed709dc8f7d"
Gary Mendez, "gary.mendez@uwaterloo.ca", "1d67feffb4e62ec684dcdc446d2b42ed06c36e1756846ac21e5f016f33b89144"
Scott Harrison, "scott.harrison@uwaterloo.ca", "c1fbd451b1bfa74746c988226a5e94fbae8e86b86cb182c1e5370c5f127595c7"
Jack Clark, "jack.clark@uwaterloo.ca", "b76b39acc159b104117b42121be77b5192d2b31c106f545204df42e666d83347"
Amy Wells, "amy.wells@uwaterloo.ca", "1b6d0e2fd1250b4e45a8b39ed8bf6a185d169189b9d9398421b9481029b7be75"
Sara Castro, "sara.castro@uwaterloo.ca", "288372eb8f13ba4d197c10d892964db684bc1d40a37b6ed2075475ef76b688ac"
Janet Ramirez, "janet.ramirez@uwaterloo.ca", "a0482da693e722039a485a62945bcc35500f5fd830341fefd1359c280fa97405"
Janet Stephens, "janet.stephens@uwaterloo.ca", "9232ce97cb685b435800a57bfe66366abbda78aced72e7646b791b3d9687bec7"
Larry Rivera, "larry.rivera@uwaterloo.ca", "b3b8565feff4552cafe4fd41cd81884f17373c3d4058c1a5e8607f2e1de27d7b"
Ethan Alvarez, "ethan.alvarez@uwaterloo.ca", "abe5b34c2a8b7df5a4a88b1b7d137b58baa7b19936dff000eda08b1379f81fab"
Steven Johnson, "steven.johnson@uwaterloo.ca", "b258946326a5d5ee590f14706d3c93e293bfefcb5e8e0e542b40f77e496bbbb9"
Diane Munoz, "diane.munoz@uwaterloo.ca", "1329a1fe365070513e24b54b6bcb963d4b2ec3235755405a493b7c5692e4ffab"
Willie Shaw, "willie.shaw@uwaterloo.ca", "a3cbe5ab54a7af976fed78875bc4d02f38ee1cc73dc3536f584e8880027d2ecd"
Judith Daniels, "judith.daniels@uwaterloo.ca", "95454d8d1241b8ca62018037a0aa39f6066065545096bb48bca72080ab39e736"
Sharon Kelly, "sharon.kelly@uwaterloo.ca", "16a272742cf9fc1a68d2eee480989f32cf1610952dd6c93bcb5552c84d9b7597"
Joshua Freeman, "joshua.freeman@uwaterloo.ca", "b0f3cefca21b3c66438583127c0080f852ac2a56c3b6111a4af6b0592d5ec90c"
Sandra Murray, "sandra.murray@uwaterloo.ca", "1f0e11302f3738a69e162e5a6303a8c433084ad50adae750975b1e3940950b89"
Helen Hunter, "helen.hunter@uwaterloo.ca", "18ba9a43b9a0a61fce652f4d91e9db47ac3f589af4d588c78f2975dbfada3467"
Kenneth Cox, "kenneth.cox@uwaterloo.ca", "ee9d16cf15e5da2176d5682c0f664e63f9372730ad807dc2cd2094cf0c493565"
Samantha Owens, "samantha.owens@uwaterloo.ca", "db457e1835be4afa6e2b54c739cc374c215b2058099647ff1a6c74493544c4d8"
Justin Gonzalez, "justin.gonzalez@uwaterloo.ca", "74e2bff546d90c868aee0d388c4279d6a245cbabd72574ea9dfe040582303340"
Jeffrey Boyd, "jeffrey.boyd@uwaterloo.ca", "5f41d06fe2eb9216f6277e4f00d35f678812870787acc26da29ce679c98ed401"
Anthony Robinson, "anthony.robinson@uwaterloo.ca", "7232b14226531f6440c27788286013f2129a0656b56f86513847b836f95a156e"
Carl Jimenez, "carl.jimenez@uwaterloo.ca", "dc7a4c7d7f3763938881b2d9d3376751a8fb5a1bbd023c5107eafe6d40560ce3"
Michael Hamilton, "michael.hamilton@uwaterloo.ca", "1c4a9da30796d15cd7252f50ddb6dac60f782edca86717fe34a2df7516a74252"
Leonard Ramirez, "leonard.ramirez@uwaterloo.ca", "ea8fa8a53fe12c2d80d25f278b97505409a7a973fd1a685fba8fb6970dd7eea6"
Kelly Vasquez, "kelly.vasquez@uwaterloo.ca", "4ab1570310e69ac03787b0d771e6228cc6a0d449b17e5ade6929a2603ff50e99"
Justin Hill, "justin.hill@uwaterloo.ca", "cbb4f1f68463e255f97c039c50603b7cb11a7c36e5c36ce873a98753d240d503"
Kayla Palmer, "kayla.palmer@uwaterloo.ca", "25f288340a43390d914ec6ac824178fbd3330b4dc78171d2961482dcba7a611d"
Jonathan Sanchez, "jonathan.sanchez@uwaterloo.ca", "ca7a19c22d31542e90a730c95f40027c106fa98857da21675c4a8cb1787bae10"
Alexis Bailey, "alexis.bailey@uwaterloo.ca", "5f7698097376e0b6409941b97404b5d0e977df68b1e75c4efe8b39b2d783c7a6"
Dylan Smith, "dylan.smith@uwaterloo.ca", "addce1beb95c64f174b93994f16ad6cd8ab13ed59d4b533eaa9f360e1f33bcda"
Carol Stevens, "carol.stevens@uwaterloo.ca", "0803fdb38179037f3d0bdd6ad1c059cc2aabc077005c9de54c2e2d317de1b817"
Terry Ellis, "terry.ellis@uwaterloo.ca", "b6247f3fe931154997ea7f1a5578c5a5866dfe0e0d47c3c7786df3ffcdc9fcf0"
Paul Gardner, "paul.gardner@uwaterloo.ca", "114d92a4c3ad60e22c4dda559b8cee87cfb9e4888e1032ff45b7573d56e92467"
Billy Hunter, "billy.hunter@uwaterloo.ca", "4b48e6fdf8e1d09503d9a1202d785a469d94c2dbbaf39dcc679d300ea03fd467"
Joshua Vasquez, "joshua.vasquez1@uwaterloo.ca", "f178277f250929980b35fa5926d6ac0ccbba18894892160b2308670706b0bfad"
Brian Collins, "brian.collins@uwaterloo.ca", "635ac44b9ac8143bcd899e1b813518d0ab4db2d02e0ecdcc56fcd79456da7316"
Samuel Cole, "samuel.cole@uwaterloo.ca", "ade0eb67a65ec2bd8da6052b032c46d29703738d7ea7bdf2700c4a09edf3691e"
Hannah Wright, "hannah.wright@uwaterloo.ca", "a55abb9d15e29a2ffc067b7da2c3cb726ba4308004f1925722afd376aea1edb6"
Frances Ellis, "frances.ellis1@uwaterloo.ca", "cd26af3a52e131a9061794a8eb57775bd41f89115d596abfe407e25617ae6826"
Benjamin Wood, "benjamin.wood@uwaterloo.ca", "e12bec7b10fe313d252ce1bbe52b493686fb23147513889c304dc7c3ea91920c"
Sharon Cook, "sharon.cook@uwaterloo.ca", "3a6b55a5ecd24aa5df62090ebde42cec82efb84da59d6b9947afd560810dcd50"
Aaron Brooks, "aaron.brooks@uwaterloo.ca", "bc19fea73a4af3dc18794782c08648b53d78b5d5db5c87d262ad37fa3ebd06f2"
Julie Stone, "julie.stone@uwaterloo.ca", "79d6ee07e3572f2e3bccbbd343a3fd68ae1191d8d93cfbb575eb2dbfa60df85f"
Randy Johnson, "randy.johnson@uwaterloo.ca", "9cbf6ef343133961553ce95222ce5ea87dddb8df74cd8c333376a43b282abbf0"
Jordan Dixon, "jordan.dixon@uwaterloo.ca", "87d9d943a15b18097eab5291d2ffeb3f2fc031100d1432c534631dffd3d6d6d0"
Samantha Hayes, "samantha.hayes@uwaterloo.ca", "7d0b7796c9a9caaa64f017ebe9aa16f100b4f84c4c8d09e98fac17f612f4842c"
Diane Brooks, "diane.brooks@uwaterloo.ca", "619c98662dfff708bb0e8b1c2413b2bf0425a331399b3aeeb35c5f0ce7e88f03"
Johnny Hughes, "johnny.hughes@uwaterloo.ca", "664d488b21db46ba493d75537b57ce20c9195e53d06e847c54ebaff1ac8b8936"
Stephen Porter, "stephen.porter1@uwaterloo.ca", "ceb8e48d5cf45360d283e33647fbe0c612b98920d80cb4d525d4de53cb550cc4"
Thomas Morris, "thomas.morris@uwaterloo.ca", "aa2de17ef976d356f781aa4a506b689d0f5b65b35ff0f01e1910a9df242a2107"
Christian Clark, "christian.clark@uwaterloo.ca", "eb932952404051611393eb7e0d227b13c0b1ddbcaba2dab92fb940a0bac0c1c0"
Samuel Patterson, "samuel.patterson@uwaterloo.ca", "fce2041907071cb988f6407bc3b54cb8129b2d2a229e1f9d5f7caf121c7b6db6"
Emily Warren, "emily.warren@uwaterloo.ca", "962c64dfa4467167ee7632c031bc1f44d96e7797645e85c8aa9aa42b76c3ff8d"
Marilyn Morris, "marilyn.morris@uwaterloo.ca", "a830abf3da699ea8d09b3d6d583ee3f9af48f9af8fde4abf730cebd179334b47"
Jeffrey James, "jeffrey.james@uwaterloo.ca", "0a41567f99fd4488d3710c9568de195de71f584cc46d51077f3ce41bc880a785"
Carol Ruiz, "carol.ruiz1@uwaterloo.ca", "fed1d9d0c94143f7739679dc368284b73cb8f40000fe22ea8b1e7f6b57b96a33"
Roger Lewis, "roger.lewis@uwaterloo.ca", "d6652c7b663db476f7c11439466ba743b14c4ad4e4c83555013633b7b9e194a5"
Jacqueline Gray, "jacqueline.gray@uwaterloo.ca", "94c4a3f9a09cf36203bc8404fc4269db8f5572b3666a211a26ab88699de0ef1c"
Sophia Harrison, "sophia.harrison@uwaterloo.ca", "a7b01fdf2508afac255773911b546863811f180bd01d5349cbba0fcbe79ccb0b"
Janet Vasquez, "janet.vasquez@uwaterloo.ca", "79151f371de767089a07b4f7b6e332e8f85babcd61753ec2d73a0c6415b3dfd7"
Rachel Flores, "rachel.flores@uwaterloo.ca", "d33570d797def5377215b4ef469e279fb3031affaa29c183cbfc264fc4050048"
Keith Barnes, "keith.barnes1@uwaterloo.ca", "85221cfa8407c50134990d47be9b406f3ccfb936c54ec1f770d5001e795838a4"
Albert Jackson, "albert.jackson@uwaterloo.ca", "8033456228cd28530e9722b25cf1b1969d2bdedf9248ab480e25795d725ad863"
Sarah Johnson, "sarah.johnson@uwaterloo.ca", "85bf91fc489230c5ca25ab14316aab2f8dbf9807aaf4e4022fb35626a0b8df4c"
Lawrence Marshall, "lawrence.marshall@uwaterloo.ca", "a6db8088922162b8d9ea9baa7c117eb5a09f43f3eb00ac3e2f8830c154ea1ac9"
Jeffrey Chavez, "jeffrey.chavez@uwaterloo.ca", "bac78b22e239d1af7b17f8fb2bb25aa4e838585c16db8ae93607eef3d5d3a346"
Peter Ward, "peter.ward@uwaterloo.ca", "d0b270f31fc54f0834de937951e3e4e20c968a024eb9799245c8e11c83aa8879"
Jacob James, "jacob.james1@uwaterloo.ca", "f86c9a4b776534f6e8cc8f0fe3a1e8f3ff00c914f5ed8dff84799cd7d54377dc"
Mark Jimenez, "mark.jimenez@uwaterloo.ca", "84f9c93b9032c92a90e983310d8cf08825bc5e220a6e89197a56c3e656706063"
Frances Alvarez, "frances.alvarez@uwaterloo.ca", "85fa466053bba20380f9baf8bb227a48a5d454f389ae43ea2e999fd0cec836d6"
Megan Hughes, "megan.hughes1@uwaterloo.ca", "bb6779784cfd3432c64ae6b7156e5b7286801538bfb2b75c5ad7f28df81d6df3"
Martha Bryant, "martha.bryant@uwaterloo.ca", "68372856f9578758969b6ac5453a02d960ed6da849d25197afde71b458f7484d"
Jesse Gonzales, "jesse.gonzales@uwaterloo.ca", "0cac303fb1daaf32aed427ebcf940399aa962c1c5079452eddbe9e250e33fac1"
Arthur Jimenez, "arthur.jimenez@uwaterloo.ca", "613b8e1c6df6efee5ecc86a74c9a25941461cdffad7eaa14c4c60507c1b28299"
Gloria Kelly, "gloria.kelly@uwaterloo.ca", "0234929ff0be21b0dd9b76f0c4b413b3dc82826c709575c4a0492792aa4fb3cf"
Rebecca Shaw, "rebecca.shaw@uwaterloo.ca", "e88f27f9b071669c3006b24495808189fb60efcd49d4c1e885cbc05acead8a81"
Larry Wells, "larry.wells@uwaterloo.ca", "cc158a349c14af25c221973cbdd8e8c26dec3127c0ba82cd312fe0d334f660b0"
Dennis Evans, "dennis.evans@uwaterloo.ca", "9034e848938edad32585ec7a0f05a65686af44b9eac3ea80357fc059bc3a731f"
Pamela Murray, "pamela.murray@uwaterloo.ca", "c7ccea74bac29eab9bbff44b6643973a9714d8baf5cb5461b43e2c1939f051b5"
Heather Anderson, "heather.anderson@uwaterloo.ca", "1fd2614a723659355f6447f7f39fe9ba9cb3caede5cec9ce0e1c093624e3a45c"
Carolyn Garcia, "carolyn.garcia@uwaterloo.ca", "e91b2d504e56700c1f62eb64808a99d2a8266bc0cf9f33c17156c1b069e579d3"
Rachel Tran, "rachel.tran@uwaterloo.ca", "73996cde2c170e90336471573752bf6f62118eb647a77920a74e18316d554d60"
Joan Gordon, "joan.gordon@uwaterloo.ca", "9f638d700b22598e7e4e505bc38a89299b681e4ef41433dcc68937ecee3b1e2e"
Danielle Flores, "danielle.flores@uwaterloo.ca", "39f54cda9e1f256a73f2e2ff4932ea48f8eca28e9f43041d98d7e3d4432e628c"
Joan Fisher, "joan.fisher@uwaterloo.ca", "14aa2c7ed3d2d092cff9f5fd8e811898cac6562b19ff0588738f50d09614e337"
Philip Ford, "philip.ford@uwaterloo.ca", "68a6a693fea54fac0ef6cb3c5de752ca2cf5b8e6e27ab4698a81951f3dcdfa7b"
Alexis Nichols, "alexis.nichols@uwaterloo.ca", "4f9b5cdd189ab46284e133d31db82c208344f4169ccad21c8dbc42e0a9f6fa0b"
Amanda Patel, "amanda.patel1@uwaterloo.ca", "62c08098483fac835d76a414f90cca4fa2a670678e2f6553a2b1442a9bdedf59"
Jacob Mendez, "jacob.mendez@uwaterloo.ca", "e32f792b8d277c5cdb64a68a8b6dd37e40ad3f016533c088160a05f266ef9a9a"
Joyce Silva, "joyce.silva@uwaterloo.ca", "948406271edf31535f6ac246223fd639d18cb84f01ad19503fb613f3d12a5776"
Emily Foster, "emily.foster@uwaterloo.ca", "f04a81d8cec118b5932d1065c6c38973d7c282dd9f5623869d2bde35c053b405"
Emily Lee, "emily.lee@uwaterloo.ca", "9635276392cd9f478219b6b85e61ae9ddc1fe6d4055a8fa608ed67563984fd63"
Grace Aguilar, "grace.aguilar@uwaterloo.ca", "7e31cdb630ce981f581f2b39745493be84c53ff6e9974cd3036b1b4c24676e9a"
Michelle Stewart, "michelle.stewart@uwaterloo.ca", "ff7d3f78d05da0687fb474b91d98beeaaec28e603338e957d14ac1006a9cfeab"
Dennis Anderson, "dennis.anderson@uwaterloo.ca", "fc25f33082ba8fe8ca1567e01903f005182f24d27850dc32ae5bbf354d1b1a79"
Evelyn Ward, "evelyn.ward@uwaterloo.ca", "5826e6e5664c446b8aa53dafec2c5c934ce9561a70265d054731510929b66d47"
Gary Mendoza, "gary.mendoza1@uwaterloo.ca", "dcf809436cbb6fed8007fc80937f01032b1a82b4687267294f057f9ebb7c1bb1"
Teresa Brown, "teresa.brown@uwaterloo.ca", "aa95cc97a8d5f617f20c2955856b1ea36ad805762f6dd6da496a1d74d64af490"
Carol Evans, "carol.evans1@uwaterloo.ca", "f3b8488bb8f8cdc06730798ea5d81be263e3f6c772767d15184cbf0a5fc2fed2"
Louis Hunter, "louis.hunter@uwaterloo.ca", "f4687330ec4e6d3f61efcf15075d46dcfd1c97457db0fa56d11546b83f3261b6"
Ann Carter, "ann.carter@uwaterloo.ca", "8639d33a82c76e8f3cf389fc83cd02376f46b432d68f0bdae9fdc8fa4c97bbb1"
Lawrence Wright, "lawrence.wright@uwaterloo.ca", "15c7c7b6cfee3bfb50c97f76a2577bf061406cf7280d41515062fee3428bb17f"
Gabriel Green, "gabriel.green@uwaterloo.ca", "6c5b95173c749fcb475fb3a6f5377fa24ea9f77a13d1d47095be2f872ae28049"
Joshua Wood, "joshua.wood@uwaterloo.ca", "72001db5a2fde7c869b955181205ce9d8925f1743996078a51bcf2511cfa8ae6"
Bryan Jenkins, "bryan.jenkins@uwaterloo.ca", "48ef12cdad67b708ba1fa3a45638ae5e5a28863ea4760c1529027eec8dcf5ec8"
Ann Meyer, "ann.meyer@uwaterloo.ca", "05a7e562b33424c192efc3b18015d00cfdcc50cf539f11d219cd536d76c048ce"
Nicole Aguilar, "nicole.aguilar@uwaterloo.ca", "1e8c1b033a51862c00377998993ae8fae7dbe3f85a4bdfd078422c2e5e5910b3"
John Campbell, "john.campbell@uwaterloo.ca", "52d602aed8db5230823a962cf8b56c506b802e31c94d613009b1d014c1c7dc4a"
Julia Guzman, "julia.guzman@uwaterloo.ca", "aa368608f37da5fc371ecc6d4a7207f1a3bf49751134ff8057ca13b35f73a15c"
Albert Moreno, "albert.moreno@uwaterloo.ca", "fcf957ac40c16937a469b5bab9c2d9a348c581a25df9c1c2238b01a2a3ec4179"
Karen Walker, "karen.walker@uwaterloo.ca", "77d2ab36da5b9ea794be43d3cfda1a052b87c6a012d492f444d7318d654e4d1f"
Zachary Hamilton, "zachary.hamilton@uwaterloo.ca", "d9535ed45402e543ed7992b64153d350c8ba2b931d1db7bbeecf13ca555c627b"
Margaret Ortiz, "margaret.ortiz@uwaterloo.ca", "f4b72e9ce4b5ca2853f182733be3ef01208f4092e156ae52564b624f6bd78ef8"
Richard Hamilton, "richard.hamilton1@uwaterloo.ca", "9a2b5c3ff08c34828ce8c5d46f47c0f9989db726764ffeede0f0f508719aecb8"
Hannah Owens, "hannah.owens@uwaterloo.ca", "7c525d012cd6e70f6e6a278fb8f3e658b1fe859897902ba6922fea545bc9c0b1"
Katherine Castillo, "katherine.castillo@uwaterloo.ca", "8355747f42de5c9451a2c422ccddde838e66b2a5dbefcba473af9778ff093a9d"
Willie Bryant, "willie.bryant@uwaterloo.ca", "a73f3398f2561bea6f8836159732d582e62b2f33c6f0993d19d13785acc7e633"
Willie Mason, "willie.mason@uwaterloo.ca", "29500aeb3e891b2160fe64943993a87eadf1a68e5a7f59dca46f760e8eeb3fa2"
Lauren Smith, "lauren.smith1@uwaterloo.ca", "0d730cd9ccfa77d4e5bf17f087d16f9c685473c199b61652fe2167d47448d732"
Brandon Moreno, "brandon.moreno1@uwaterloo.ca", "4e51a7acbca5dfe46db5c25235dbc3aa751c545db4b4fc847bd18ef24c2acd78"
Elizabeth Sanchez, "elizabeth.sanchez@uwaterloo.ca", "7b756fd6504857c4acac92cbcbb141c43a775da25c732dc06b1d7ec27bfa35bf"
Anthony Kennedy, "anthony.kennedy@uwaterloo.ca", "7e18ad77a881134d54cbe50a44088700938f61b3b45fb22d08d7e1ca6a16501e"
Billy Nguyen, "billy.nguyen@uwaterloo.ca", "581fcbb9469cafd01e8f30deae90d34f8de8626c7a2c51a3c51c7548b8910240"
Kyle Salazar, "kyle.salazar@uwaterloo.ca", "50cce6035ee802d638e0d269151e4f0f89959aca4c8eb74977d71baf21070df1"
Ashley Marshall, "ashley.marshall@uwaterloo.ca", "e4f937f54e9959876e37ea66f9888a498f64ee6c41fca005bd1b04a4b99a3d10"
Joan Peterson, "joan.peterson@uwaterloo.ca", "8c88583c40fffeb91095abe8cc7f8a9778d9712231de88abbb02789d8a0fd249"
Deborah Mitchell, "deborah.mitchell1@uwaterloo.ca", "18a5b21f18ca0c0165e630bd72342563c7904821d3f20eab8e2735361e2b6f7d"
Henry Reed, "henry.reed@uwaterloo.ca", "894c59c722dec37abbadea1b231f52a06f0464d8f6b2ee12f62b07e761e64a9f"
Melissa Robertson, "melissa.robertson@uwaterloo.ca", "f4a8e2ff704c5b6a17f2298c794549e72cbb0293e5cf9b52f160e1061d8f958d"
Janice West, "janice.west@uwaterloo.ca", "52c1bb6e106117f15ac8381d6f297c9d578aba3b7f0a482e0d4d92f8a8018b22"
Natalie Jackson, "natalie.jackson@uwaterloo.ca", "3ccd7fc73e0f7dc4235ab2713d393790eebce04ab7918a5bab27595b5631c0bf"
Scott Nelson, "scott.nelson@uwaterloo.ca", "1ed4eb00422c581d9d82367780dbc324a1ca365fe9b55e2cf03e6c0ef6131a95"
Mary Woods, "mary.woods@uwaterloo.ca", "46ea87b444e791c6a566a7767ba5b01d98aedd4f94fb39e08e4c7945384c743f"
Wayne Barnes, "wayne.barnes@uwaterloo.ca", "522e36b93dbdf03893e0a00b6e6838d1def45a22729bcee59f535d3612cbcc2f"
Walter Kennedy, "walter.kennedy@uwaterloo.ca", "65fdaec427f76a6f6ca11c29a3fbb01ab239af4c3031f9e0097be40cff94682d"
Barbara Jimenez, "barbara.jimenez@uwaterloo.ca", "3929a56a5c8e1399979eb88a171dbf211413fb87bd7e3e8ce97839b8785e2526"
Scott Owens, "scott.owens@uwaterloo.ca", "089611c8b9da76447533d396839bd14fd1ed195ff881546341bb5b0f5dfab137"
Kevin Mendez, "kevin.mendez@uwaterloo.ca", "9424039caf4fc69948fc72f74ef2053a0669a5df19a0f5b87cba42d53315d5ee"
Kathryn Miller, "kathryn.miller@uwaterloo.ca", "15f29ca2b85b990681622e93f529620052047004411d79a71dbadecb37d4c878"
Bruce Carter, "bruce.carter1@uwaterloo.ca", "9d8f5b5a18a1b579147440e5296a08e655c2a262c49f4e0ba674c1e75b3ec297"
Andrea Shaw, "andrea.shaw@uwaterloo.ca", "b8ce8f7b00fffef617f5fa960b27f8e67556bf8c836f3d3baea89684c2287bf6"
Christian Adams, "christian.adams@uwaterloo.ca", "dc7386ba5768e5e70e6b4fcb1283fe2936b4ecb7230f4ae4f6137e54ba73d1e7"
Brittany Dixon, "brittany.dixon@uwaterloo.ca", "9609c982dfc42970f3560617b7eca17489ba85e2f52e1829d5e7214b695c1aef"
Sean Ford, "sean.ford@uwaterloo.ca", "7ac2f020745277354c619edd0edf1ab824332fdb1e6d1d7b3793e95813df3f5b"
Vincent Anderson, "vincent.anderson@uwaterloo.ca", "1b44c09b376dbcbd50170eb6acdea4c98c9ab826dbe9388328bf81268eddea26"
Patricia Jones, "patricia.jones@uwaterloo.ca", "1fb6af604397301cd5b74c3ecf61bea71e41a149751ffaa2f6864975c7700037"
Ralph Parker, "ralph.parker@uwaterloo.ca", "629df2281a2e4ceb6a4fd176954bdb9d91c66f64651db55288418cedb6bda61e"
Kathleen Bryant, "kathleen.bryant@uwaterloo.ca", "7d799924c1497f276c2b7f99ac00a31dbde5853729d86ba3c13756a58f83f22a"
Rachel Vasquez, "rachel.vasquez1@uwaterloo.ca", "ce9597e469b423fecf71b005653cc3542e0a1a284983e08e5a24e7400d852834"
Timothy Shaw, "timothy.shaw@uwaterloo.ca", "77bb1e65efadfa5980a5e581640624ac3f84d0aaadc62c1cd3574b2f22b68427"
Christina Hayes, "christina.hayes@uwaterloo.ca", "a2562763556b6418b8500f9d9c9e4483b3045e1119973c2dd371bc5022fc4ded"
Justin Martin, "justin.martin@uwaterloo.ca", "9e73a027dfa39bfdbc6ca795188063676c8d6798a27ba051cb35029078796717"
Keith Miller, "keith.miller@uwaterloo.ca", "88c19e34e6e7bc5acf2487f7333f9701956f9721142237f918059b3b8c24bf81"
Johnny Gray, "johnny.gray@uwaterloo.ca", "9efd1994c82f19e05ecfeb8225481097864d20e5fd4a5705990b80671b1f4dc6"
Thomas Alvarez, "thomas.alvarez@uwaterloo.ca", "cddf5628cfc04332adb731aae61ba30e98d49fd5e28f97756c9675cf9be49897"
Rebecca Long, "rebecca.long@uwaterloo.ca", "6950d593931610d423be8addad28295d4c3653067823e7b60bf57696580d92f9"
Linda Kennedy, "linda.kennedy@uwaterloo.ca", "b4859017c2f9d3b3d02b3460eba95cc72227c6caa5f865524c4da1b185da96e8"
Lisa Ryan, "lisa.ryan@uwaterloo.ca", "12972f70e62ad688fc438fbefffb91809485c62f6eedc0a6bc7d2c22e7a19cae"
Judith Brown, "judith.brown@uwaterloo.ca", "2e5d8de1c82900484067fb3821d002e494c279f8d8560a864625811cc7a163b7"
Scott Snyder, "scott.snyder@uwaterloo.ca", "e472158a2427c034baaa70b083f39896acfe57e286776fc3b08cb90ecc6f80dc"
Bryan Thompson, "bryan.thompson@uwaterloo.ca", "ac7e3960b755fcea5f2e42cdb8b7af561bb7fa7457e5c0000e2e5383d4f5a4c3"
Debra James, "debra.james@uwaterloo.ca", "dc683b2941f62c24a67ff0de360b08e6b057935cc952fa7eecdd7685c5cda22c"
Janice Green, "janice.green@uwaterloo.ca", "864cd9b093c11e7bec70d7bd886da9c7895c5730b863e65b3df1f5afe11a1810"
Charles Freeman, "charles.freeman@uwaterloo.ca", "74fb84ef10860532b2c59f2330db6e1451e533d409889945cce7941114b185ed"
Adam Griffin, "adam.griffin@uwaterloo.ca", "dd8af394e84374a0edb228461a53fc60d72b18ba559121c36a02c0ce69efefa1"
Dorothy Rodriguez, "dorothy.rodriguez@uwaterloo.ca", "813d77fd57037cb75a1afcd0572fab8596b0b3bd66d5a0f0c846bae8285d8c28"
Mary Sullivan, "mary.sullivan@uwaterloo.ca", "d152b23ae1a77fa558f91042c7aba6b26535879ecd96302eed40698dfd0f136f"
Kimberly Jimenez, "kimberly.jimenez@uwaterloo.ca", "0739dcffe3c284b857de4576d2f579b5a3d1c626f9756e113daaf22fc8215fe8"
Samantha Taylor, "samantha.taylor@uwaterloo.ca", "c21faaca2637d4b8d582925fe78741fef153b88933185435d6909644e1dd4691"
Marilyn Taylor, "marilyn.taylor@uwaterloo.ca", "5c2692d408080e06c67fa34eca27fb8ef4400a37e907d5606ace33c3cb9a1198"
Emily Ellis, "emily.ellis@uwaterloo.ca", "9f2708dff08b87b10ef9bc6a66a24c5019ea9f36439b62ced6bbab2ebcff54e4"
Jacob Taylor, "jacob.taylor@uwaterloo.ca", "3cb67e46991b6c14f6780f5d7ce0a47eb327cc39babf813a5c674b6fdb2118fd"
Jacqueline Vasquez, "jacqueline.vasquez@uwaterloo.ca", "31f6f3ace21c480f7e802aedc941614dc7d94d97643f7f898dc76c1b0d4c91e1"
Paul Price, "paul.price@uwaterloo.ca", "002f637322b498116bcb0ec95efed33931a8110ec9c75499d37de1c2746ef628"
Albert Flores, "albert.flores@uwaterloo.ca", "253ba62410128b53770e0cd10fb9f64061a8c8a01ec6e4c254eefc4ff7df4097"
Evelyn Jordan, "evelyn.jordan@uwaterloo.ca", "3e923b60936aba810f32519690ca5e138a707793e7e0a22ff86d6aec7738a628"
Wayne Jimenez, "wayne.jimenez@uwaterloo.ca", "6b00f2cbf81d7523a6a7b019185d9f4bf5de976fdffd959988460744ff3345d1"
Walter Adams, "walter.adams@uwaterloo.ca", "f8ba36470f2b8f0b9ac2f02d6b03434efdd74303ef487cc5a6ab9809d4dedad7"
Christine Jenkins, "christine.jenkins@uwaterloo.ca", "3ddde71c9254e1036b93cc4f483733181e41186f2dd6b9d36b226d6638ec84e6"
Catherine Bennett, "catherine.bennett1@uwaterloo.ca", "798103cc515282a901bf468a5c47b9f0eea16ffa6816655d51fbeb9ab73d391d"
Gerald Sanders, "gerald.sanders@uwaterloo.ca", "cd75466349528e2052b57fddeced6f7c791c5a76ef69cac7b40b4bdf8831d29a"
Paul Rice, "paul.rice@uwaterloo.ca", "1635225fd36b4bf69904dd01f38778fd649d8bf56c688bc027dfe60250145400"
Jeremy Henderson, "jeremy.henderson@uwaterloo.ca", "62974cb0c87f245401276153a78ef7443169e4d2b9e608e3300574505beaf568"
Amanda Graham, "amanda.graham@uwaterloo.ca", "6d18788ce08b306359cd405d02f96bc883483c9c41b09f9cd37f5415cadb6256"
Diane Allen, "diane.allen@uwaterloo.ca", "2d05a921077cdd424c869eef37b382f7088e762cbed2d80298255b6a52d14126"
Roger Fox, "roger.fox@uwaterloo.ca", "9aa6d2190ca0c62b4da0b5aa440f35223b118bb657a6209d42c66c5e81d44c6b"
Christian White, "christian.white@uwaterloo.ca", "f09406e90c618abf13d0ec716a380bb2dc7cbb23146530adc18e9c6ca5540d5f"
Natalie Simmons, "natalie.simmons@uwaterloo.ca", "ae6abf09d874cbc06cae3b9005f5fdc3eddd933d07168f0b81bd07faa3b336e7"
Kathleen Henry, "kathleen.henry@uwaterloo.ca", "8a0042b5ef9bce0b5f45cb04fbdb75a4b14895b1883eb717afbf98dbe52d48ae"
Jesse Nichols, "jesse.nichols@uwaterloo.ca", "3b16bf8a5ea994620bf7a09e283af2a63e518d7209caeaa58da1762d9b9fb7d2"
